Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
100 N Seminole DR,Chattanooga,TN,37411-,11/04/2015 05:00:00 PM,TN0330100,C2,Charlie S,23H,All Other Larceny,Part 1 Crimes,15-111345,4,Inactive/Suspended,35.02897019705959,-85.25543469641796,POINT (-85.255434696418 35.02897019706),9
1800 Duncan Ave,Chattanooga,TN,37404-,11/04/2015 05:00:00 PM,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,15-111647,4,Inactive/Suspended,35.03527463340987,-85.2754036629769,POINT (-85.275403662977 35.035274633410005),9
2200 East 27th CT. ST,Chattanooga,TN,37407-,11/04/2015 04:23:00 PM,TN0330100,B8,Baker S,23D,Theft From Buildings,Part 1 Crimes,15-111239,3,Pending/Possible Leads,,,,
500 SIGNAL MOUNTAIN RD.,Chattanooga,TN,37405-,11/04/2015 04:14:00 PM,TN0330100,A5,Adam N,23C,Shoplifting,Part 1 Crimes,15-111235,4,Inactive/Suspended,35.093602758773606,-85.32943443935991,POINT (-85.32943443936 35.093602758774),1
7400 BONNY OAKS DR.,Chattanooga,TN,37421-,11/04/2015 04:10:00 PM,TN0330100,C9,Charlie N,23C,Shoplifting,Part 1 Crimes,15-111234,3,Pending/Possible Leads,35.061952379276725,-85.1360469348604,POINT (-85.13604693486 35.061952379277),6
1700 E 26th St.,Chattanooga,TN,37407-,11/04/2015 03:45:00 PM,TN0330100,B7,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,15-112724,4,Inactive/Suspended,35.01643965028713,-85.28905975984671,POINT (-85.289059759847 35.016439650287),8
1700 E 26th St.,Chattanooga,TN,37407-,11/04/2015 03:45:00 PM,TN0330100,B7,Baker S,23D,Theft From Buildings,Part 1 Crimes,15-112724,4,Inactive/Suspended,35.01643965028713,-85.28905975984671,POINT (-85.289059759847 35.016439650287),8
400 Greenway View Dr.,Chattanooga,TN,37411-,11/04/2015 03:30:00 PM,TN0330100,C3,Charlie S,23H,All Other Larceny,Part 1 Crimes,15-111258,4,Inactive/Suspended,35.00807707254217,-85.20679778287673,POINT (-85.206797782877 35.008077072542),6
6500 Bonny Oaks DR,chattanooga,TN,37421,11/04/2015 03:30:00 PM,TN0330100,C6,Charlie N,23H,All Other Larceny,Part 1 Crimes,15-111231,3,Pending/Possible Leads,35.07336152205996,-85.16320258756488,POINT (-85.163202587565 35.07336152206),6
2100 GUNBARREL RD.,Chattanooga,TN,37421-,11/04/2015 03:00:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,15-111209,3,Pending/Possible Leads,35.03641702294046,-85.152361479653,POINT (-85.152361479653 35.03641702294),4
200 NORTHGATE MALL Drive,CHATTANOOGA,TN,37343,11/04/2015 02:35:00 PM,TN0330100,A2,Adam N,23B,Purse Snatching,Part 1 Crimes,15-111204,4,Inactive/Suspended,35.1314030324126,-85.2382393251735,POINT (-85.238239325173 35.131403032413),3
600 NORTHGATE MALL DR.,Chattanooga,TN,37343-,11/04/2015 02:27:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,15-111529,4,Inactive/Suspended,35.130349080051,-85.24255619451871,POINT (-85.242556194519 35.130349080051),3
7400 Commons Blvd.,Chattanooga,TN,37421-,11/04/2015 02:14:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,15-111078,2,Cleared by Arrest,35.035228575467436,-85.14948552029774,POINT (-85.149485520298 35.035228575467),4
300 NORTHGATE MALL DR.,Chattanooga,TN,37343-,11/04/2015 01:45:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,15-111188,2,Cleared by Arrest,35.12830690828741,-85.23737324794696,POINT (-85.237373247947 35.128306908287),3
4000 Loftis RD,Chattanooga,TN,37406-,11/04/2015 12:14:00 PM,TN0330100,B1,Baker N,23H,All Other Larceny,Part 1 Crimes,15-111162,4,Inactive/Suspended,35.08107370230611,-85.22712717283522,POINT (-85.227127172835 35.081073702306),5
4000 Loftis RD,Chattanooga,TN,37406-,11/04/2015 12:14:00 PM,TN0330100,B1,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-111162,4,Inactive/Suspended,35.08107370230611,-85.22712717283522,POINT (-85.227127172835 35.081073702306),5
400 Dodson Ave.,Chattanooga,TN,37415-,11/04/2015 11:36:00 AM,TN0330100,B4,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-111075,4,Inactive/Suspended,35.03925887355545,-85.26752667016173,POINT (-85.267526670162 35.039258873555),8
200 NORTHGATE MALL DR.,Chattanooga,TN,37343,11/04/2015 10:45:00 AM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,15-111131,4,Inactive/Suspended,35.1309990324126,-85.2371813251735,POINT (-85.237181325173 35.130999032413),3
3500 CLIO AVE.,Chattanooga,TN,37407--,11/04/2015 10:00:00 AM,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,15-111150,4,Inactive/Suspended,35.00326823110764,-85.2917117476849,POINT (-85.291711747685 35.003268231108),7
4400 TENNESSEE AVE,Chattanooga,TN,37405-,11/04/2015 10:00:00 AM,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,15-111199,4,Inactive/Suspended,35.00170287251243,-85.32701718603879,POINT (-85.327017186039 35.001702872512),7
5700 highway 153,chattannoga,TN,37343,11/04/2015 09:55:00 AM,TN0330100,A1,Adam N,23D,Theft From Buildings,Part 1 Crimes,15-111267,4,Inactive/Suspended,35.15687616214319,-85.24790049993916,POINT (-85.247900499939 35.156876162143),3
4900 VIRGINIA AVE,Chattanooga,TN,37409-,11/04/2015 05:00:00 AM,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,15-111101,4,Inactive/Suspended,34.994899832722126,-85.32940366664342,POINT (-85.329403666643 34.994899832722),7
2200 E 14TH ST,Chattanooga,TN,37404-,11/04/2015 03:00:00 AM,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,15-111107,4,Inactive/Suspended,35.02608482523935,-85.27431330571258,POINT (-85.274313305713 35.026084825239),8
900 AIRPORT RD.,Chattanooga,TN,37411-,11/03/2015 11:40:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-111079,3,Pending/Possible Leads,35.03119017341312,-85.19373958304686,POINT (-85.193739583047 35.031190173413),5
3400 CAMPBELL ST,Chattanooga,TN,37406-,11/03/2015 10:51:00 PM,TN0330100,B1,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110998,3,Pending/Possible Leads,35.07346776152975,-85.23912270863583,POINT (-85.239122708636 35.07346776153),9
2500 Gilbert St.,Chattanooga,TN,37406-,11/03/2015 10:00:00 PM,TN0330100,B2,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-111163,4,Inactive/Suspended,35.05563064784395,-85.25344190590225,POINT (-85.253441905902 35.055630647844),9
2000 UNION AVE.,Chattanooga,TN,37407-,11/03/2015 09:40:00 PM,TN0330100,B5,Baker S,23H,All Other Larceny,Part 1 Crimes,15-110988,4,Inactive/Suspended,35.03210449058346,-85.27472661111895,POINT (-85.274726611119 35.032104490583),9
1500 BAILEY AVE,Chattanooga,TN,37404-,11/03/2015 09:35:00 PM,TN0330100,B5,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110983,4,Inactive/Suspended,35.035556258706755,-85.2812749358151,POINT (-85.281274935815 35.035556258707),9
800 MCCALLIE AVE.,CHATTANOOGA,TN,37403,11/03/2015 08:30:00 PM,TN0330100,A8,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,15-111133,3,Pending/Possible Leads,35.04407560524532,-85.295167626073,POINT (-85.295167626073 35.044075605245),8
1100 STRINGERS RIDGE RD.,Chattanooga,TN,37405-,11/03/2015 06:00:00 PM,TN0330100,A5,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,15-111652,3,Pending/Possible Leads,35.07545550561395,-85.32078980009067,POINT (-85.320789800091 35.075455505614),
7600 LEE HWY.,Chattanooga,TN,37421-,11/03/2015 06:00:00 PM,TN0330100,C9,Charlie N,23C,Shoplifting,Part 1 Crimes,15-111152,4,Inactive/Suspended,35.060274560464116,-85.13454065930098,POINT (-85.134540659301 35.060274560464),6
2000 McCallie AVE,Chattanooga,TN,37403,11/03/2015 05:59:00 PM,TN0330100,B5,Baker S,23C,Shoplifting,Part 1 Crimes,15-110909,4,Inactive/Suspended,35.03554374798596,-85.2739101085742,POINT (-85.273910108574 35.035543747986),9
400 GREENWAY VIEW DR.,Chattanooga,TN,37411,11/03/2015 05:50:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110915,2,Cleared by Arrest,35.00758707254217,-85.20666978287673,POINT (-85.206669782877 35.007587072542),6
2100 E 3RD ST,Chattanooga,TN,37404-,11/03/2015 05:10:00 PM,TN0330100,B4,Baker N,23H,All Other Larceny,Part 1 Crimes,15-110922,4,Inactive/Suspended,35.03926153825618,-85.26935673402868,POINT (-85.269356734029 35.039261538256),8
400 GREENWAY VIEW DR,chattanooga,TN,37411,11/03/2015 04:25:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110867,2,Cleared by Arrest,35.00850007254217,-85.20687278287673,POINT (-85.206872782877 35.008500072542),6
6400 E BRAINERD RD.,Chattanooga,TN,37421-,11/03/2015 02:02:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110839,4,Inactive/Suspended,35.01734578127571,-85.19459204261842,POINT (-85.194592042618 35.017345781276),6
400 GREENWAY VIEW DR,Chattanooga,TN,37411-,11/03/2015 12:50:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110794,2,Cleared by Arrest,35.00770807254217,-85.20734478287673,POINT (-85.207344782877 35.007708072542),6
2100 HAMILTON PLACE BLVD,Chattanooga,TN,37421-,11/03/2015 12:48:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,15-110797,2,Cleared by Arrest,35.03527401870831,-85.16258056594798,POINT (-85.162580565948 35.035274018708),4
4700 Forest Wood Ln,Chattanooga,TN,37343-,11/03/2015 12:45:00 PM,TN0330100,A3,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110792,3,Pending/Possible Leads,35.1327076651217,-85.26321320037376,POINT (-85.263213200374 35.132707665122),2
5900 PINE GROVE TRL,CHATTANOOGA,TN,37421,11/03/2015 12:00:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110853,4,Inactive/Suspended,35.02322294863202,-85.20156804774957,POINT (-85.20156804775 35.023222948632),5
1300 SHALLOWFORD RD.,Chattanooga,TN,37411-,11/03/2015 11:00:00 AM,TN0330100,C2,Charlie S,23D,Theft From Buildings,Part 1 Crimes,15-110848,4,Inactive/Suspended,35.042258777508394,-85.2242758986059,POINT (-85.224275898606 35.042258777508),9
7700 STANDIFER GAP RD.,Chattanooga,TN,37421-,11/03/2015 10:30:00 AM,TN0330100,C9,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,15-110842,A,Cleared by Arrest Adult (One Incident),35.04765466246581,-85.13019534853731,POINT (-85.130195348537 35.047654662466),4
400 GREENWAY VIEW DR.,Chattanooga,TN,37411-,11/03/2015 09:00:00 AM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110730,2,Cleared by Arrest,35.00790007254217,-85.20658078287674,POINT (-85.206580782877 35.007900072542),6
1200 Hooker Rd.,Chattanooga,TN,37408-,11/03/2015 09:00:00 AM,TN0330100,B9,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,15-110924,4,Inactive/Suspended,34.98565163154515,-85.29662197555274,POINT (-85.296621975553 34.985651631545),7
2100 Bailey Ave,Chattanooga,TN,37404-,11/03/2015 08:00:00 AM,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,15-110798,4,Inactive/Suspended,35.03273579467012,-85.27404666032257,POINT (-85.274046660323 35.03273579467),9
7100 LEE HWY.,Chattanooga,TN,37421-,11/03/2015 06:35:00 AM,TN0330100,C9,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110684,3,Pending/Possible Leads,35.047825546691286,-85.15777369790855,POINT (-85.157773697909 35.047825546691),6
1400 N CHAMBERLAIN AVE,Chattanooga,TN,37404-,11/03/2015 03:30:00 AM,TN0330100,B3,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-111091,4,Inactive/Suspended,35.051314860036015,-85.25710787001574,POINT (-85.257107870016 35.051314860036),9
400 North Hickory St.,Chattanooga,TN,37404,11/03/2015 01:30:00 AM,TN0330100,B4,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,15-110661,2,Cleared by Arrest,35.043074156577234,-85.27580380660491,POINT (-85.275803806605 35.043074156577),8
1600 OAK ST,Chattanooga,TN,37404-,11/03/2015 01:00:00 AM,TN0330100,B4,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,15-110715,4,Inactive/Suspended,35.038360106666495,-85.27915150641384,POINT (-85.279151506414 35.038360106666),8
3600 7th Ave.,Chattanooga,TN,37407-,11/03/2015 12:15:00 AM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,15-110754,4,Inactive/Suspended,34.99999924205408,-85.28490050486876,POINT (-85.284900504869 34.999999242054),7
700 N HOLLY ST,Chattanooga,TN,37404-,11/02/2015 10:30:00 PM,TN0330100,B4,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,15-110681,2,Cleared by Arrest,35.04708122464411,-85.2745487583269,POINT (-85.274548758327 35.047081224644),8
1900 Milne St.,Chattanooga,TN,37406-,11/02/2015 09:00:00 PM,TN0330100,B3,Baker N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,15-110592,4,Inactive/Suspended,35.048747684629426,-85.26797515090995,POINT (-85.26797515091 35.048747684629),8
2800 NEW JERSEY AVE.,Chattanooga,TN,37406-,11/02/2015 08:49:00 PM,TN0330100,B1,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110594,4,Inactive/Suspended,35.068336995391924,-85.23563688174214,POINT (-85.235636881742 35.068336995392),5
1300 FRANKLIN DR.,Chattanooga,TN,37421-,11/02/2015 08:00:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110705,3,Pending/Possible Leads,35.02462948890641,-85.18429207911636,POINT (-85.184292079116 35.024629488906),6
2100 Hamilton Place Blvd.,Chattanooga,TN,37421-,11/02/2015 08:00:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,15-110555,2,Cleared by Arrest,35.036263018708304,-85.16176056594797,POINT (-85.161760565948 35.036263018708),4
300 WILLIAMS DR.,Chattanooga,TN,37421-,11/02/2015 06:00:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-111300,4,Inactive/Suspended,35.017484857232766,-85.19593293153642,POINT (-85.195932931536 35.017484857233),6
1200 MOUNTAIN CREEK RD,Chattanooga,TN,37405-,11/02/2015 06:00:00 PM,TN0330100,A5,Adam N,23H,All Other Larceny,Part 1 Crimes,15-110726,4,Inactive/Suspended,35.11708121410941,-85.3180109670685,POINT (-85.318010967068 35.117081214109),1
1200 GADD RD.,Chattanooga,TN,37343-,11/02/2015 05:30:00 PM,TN0330100,A1,Adam N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,15-110905,4,Inactive/Suspended,35.14311591222539,-85.2467737475953,POINT (-85.246773747595 35.143115912225),3
2100 HAMILTON PLACE BLVD.,Chattanooga,TN,37421-,11/02/2015 05:20:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,15-110717,4,Inactive/Suspended,35.03595801870831,-85.16161256594798,POINT (-85.161612565948 35.035958018708),4
4100 14TH AVE.,Chattanooga,TN,37407-,11/02/2015 05:00:00 PM,TN0330100,B9,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,15-110497,2,Cleared by Arrest,34.9943790320596,-85.28089981671278,POINT (-85.280899816713 34.99437903206),7
100 NORTHGATE MALL DR.,Chattanooga,TN,37343-,11/02/2015 04:45:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,15-110487,2,Cleared by Arrest,35.13280112249871,-85.2408700648601,POINT (-85.24087006486 35.132801122499),3
5300 HWY153,Hixson,TN,37343-,11/02/2015 04:45:00 PM,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,15-110491,2,Cleared by Arrest,,,,
400 GREENWAY VIEW DR,Chattanooga,TN,37411-,11/02/2015 04:30:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110470,2,Cleared by Arrest,35.00808007254217,-85.20687378287674,POINT (-85.206873782877 35.008080072542),6
1000 Broad ST,Chattanooga,TN,37402,11/02/2015 04:00:00 PM,TN0330100,A9,Adam S,23D,Theft From Buildings,Part 1 Crimes,15-118377,3,Pending/Possible Leads,35.044419474894816,-85.30991903814336,POINT (-85.309919038143 35.044419474895),7
3800 TENNESSEE AVE.,CHATTANOOGA,TN,37409,11/02/2015 03:44:00 PM,TN0330100,,,23C,Shoplifting,Part 1 Crimes,15-110462,,,35.01112322868246,-85.3285994465901,POINT (-85.32859944659 35.011123228682),7
1100 MOUNTAIN CREEK RD,Chattanooga,TN,37405-,11/02/2015 03:30:00 PM,TN0330100,A5,Adam N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,15-110858,4,Inactive/Suspended,35.11699252955156,-85.31680154524709,POINT (-85.316801545247 35.11699252955201),1
100 NORTHGATE MALL DR.,Chattanooga,TN,37343-,11/02/2015 03:00:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,15-110420,4,Inactive/Suspended,35.13214612249872,-85.2412260648601,POINT (-85.24122606486 35.132146122499),3
2200 HAMILTON PLACE BLVD.,Chattanooga,TN,37421-,11/02/2015 02:39:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,15-110486,3,Pending/Possible Leads,35.038296329106146,-85.15645132559882,POINT (-85.15645132559901 35.038296329106),4
1100 OVERLOOK AVE,Chattanooga,TN,37411-,11/02/2015 01:00:00 PM,TN0330100,C1,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110469,4,Inactive/Suspended,35.039020987128715,-85.23639760532863,POINT (-85.236397605329 35.039020987129),9
400 Dodson AVE,Chattanooga,TN,37404,11/02/2015 01:00:00 PM,TN0330100,B4,Baker N,23D,Theft From Buildings,Part 1 Crimes,15-111123,4,Inactive/Suspended,35.039534873555446,-85.26663067016172,POINT (-85.266630670162 35.039534873555006),8
1500 HICKORY VALLEY RD,Chattanooga,TN,37421-,11/02/2015 12:00:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110599,3,Pending/Possible Leads,35.022489972182214,-85.17783601522973,POINT (-85.17783601523 35.022489972182),4
900 CHARLOTTE AVE.,Chattanooga,TN,37421-,11/02/2015 12:00:00 PM,TN0330100,C8,Charlie N,23H,All Other Larceny,Part 1 Crimes,15-110741,4,Inactive/Suspended,34.99999721082716,-85.15679502901456,POINT (-85.156795029015 34.999997210827),4
3900 Atlanta DR,CHATTANOOGA,TN,37415,11/02/2015 11:40:00 AM,TN0330100,A3,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110380,2,Cleared by Arrest,35.111093900264116,-85.25514303100205,POINT (-85.255143031002 35.111093900264),2
400 GREENWAY VIEW DR.,Chattanooga,TN,37411-,11/02/2015 11:00:00 AM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110382,2,Cleared by Arrest,35.008287072542174,-85.20749078287673,POINT (-85.207490782877 35.008287072542),6
500 Signal Mountain Rd,Chattanooga,TN,37405-,11/02/2015 10:59:00 AM,TN0330100,A5,Adam N,23C,Shoplifting,Part 1 Crimes,15-110383,4,Inactive/Suspended,35.093476758773605,-85.33057543935992,POINT (-85.33057543936 35.093476758774),1
400 Greenview Dr.,Chattanooga,TN,37421--,11/02/2015 10:01:00 AM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110359,2,Cleared by Arrest,,,,
6800 LEE HWY.,Chattanooga,TN,37421-,11/02/2015 09:00:00 AM,TN0330100,C6,Charlie N,23D,Theft From Buildings,Part 1 Crimes,15-110273,1,Unfounded,35.041395079211455,-85.16836942797933,POINT (-85.168369427979 35.041395079211),6
2100 Museum ST,Chattanooga,TN,37406-,11/02/2015 09:00:00 AM,TN0330100,B2,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110405,4,Inactive/Suspended,35.0600909011935,-85.25116232912093,POINT (-85.251162329121 35.060090901193),9
300 INTERSTATE 75 SB,Chattanooga,TN,37421-,11/02/2015 08:30:00 AM,TN0330100,C4,Charlie S,23H,All Other Larceny,Part 1 Crimes,15-110731,3,Pending/Possible Leads,35.00697739749882,-85.20218312778616,POINT (-85.202183127786 35.006977397499),6
1800 TUNNEL BLVD.,Chattanooga,TN,37411-,11/02/2015 08:00:00 AM,TN0330100,C1,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110515,4,Inactive/Suspended,35.048761799452855,-85.23602119818683,POINT (-85.236021198187 35.048761799453),5
2700 ROSSVILLE BLVD.,Chattanooga,TN,37407-,11/02/2015 05:50:00 AM,TN0330100,B7,Baker S,23C,Shoplifting,Part 1 Crimes,15-110286,4,Inactive/Suspended,35.01677006060227,-85.29378489421698,POINT (-85.293784894217 35.016770060602),8
1200 E Main St,Chattanooga,TN,37404-,11/02/2015 12:09:00 AM,TN0330100,B5,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110239,3,Pending/Possible Leads,35.02899971501184,-85.28953914632963,POINT (-85.28953914633 35.028999715012),8
1600 Mulberry St.,Chattanooga,TN,37407-,11/02/2015 12:00:00 AM,TN0330100,B6,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,15-110345,4,Inactive/Suspended,35.02433180278366,-85.27958746478744,POINT (-85.279587464787 35.024331802784),8
500 SIGNAL MOUNTAIN RD.,Chattanooga,TN,37415-,11/01/2015 06:14:00 PM,TN0330100,A5,Adam N,23C,Shoplifting,Part 1 Crimes,15-110188,2,Cleared by Arrest,35.093135758773606,-85.3292694393599,POINT (-85.32926943936002 35.093135758774),1
7700 COLEMERE DR.,Chattanooga,TN,37416-,11/01/2015 06:00:00 PM,TN0330100,C5,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,15-111666,4,Inactive/Suspended,35.078744007982415,-85.177466940956,POINT (-85.177466940956 35.078744007982),5
4500 REDLANDS DR.,Chattanooga,TN,37416-,11/01/2015 05:37:00 PM,TN0330100,C5,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,15-110169,4,Inactive/Suspended,35.07907077120495,-85.20208572737683,POINT (-85.202085727377 35.079070771205),5
1600 Sholar AVE,Chattanooga,TN,37406,11/01/2015 05:00:00 PM,TN0330100,B2,Baker N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,16-018325,4,Inactive/Suspended,35.05708788723612,-85.26843205388988,POINT (-85.26843205389 35.057087887236),8
400 Greenway View Dr.,Chattanoogaq,TN,37411-,11/01/2015 04:48:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,15-110153,2,Cleared by Arrest,35.00807707254217,-85.20724078287674,POINT (-85.207240782877 35.008077072542),6
900 Mountain Creek Rd,Chattanooga,TN,37405,11/01/2015 04:00:00 PM,TN0330100,A5,Adam N,23H,All Other Larceny,Part 1 Crimes,15-116782A,3,Pending/Possible Leads,35.10364391034081,-85.3277047444564,POINT (-85.327704744456 35.103643910341),1
5000 HIXSON PIKE,Chattanooga,TN,37343-,11/01/2015 04:00:00 PM,TN0330100,A1,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,16-010270,3,Pending/Possible Leads,35.13504418773588,-85.2418688390701,POINT (-85.24186883907 35.135044187736),3
