Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
2000 Gunbarrel Rd,Chattanooga,TN,37421,10/5/2022 17:19,TN0330100,C7,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-108793,3,Pending/Possible Leads,35.030256,,-85.15387,POINT (-85.15387 35.030256),4
2000 Gunbarrel Rd,Chattanooga,TN,37421,10/5/2022 17:35,TN0330100,C7,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-108823,2,Cleared by Arrest,35.034107,,-85.151914,POINT (-85.151914 35.034107),4
2700 Northpoint Blvd,Chattanooga,TN,37343,10/5/2022 18:00,TN0330100,A2,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-108986,3,Pending/Possible Leads,35.128653,,-85.235057,POINT (-85.235057 35.128653),3
200 Ridge Ave,Chattanooga,TN,37404,10/5/2022 18:25,TN0330100,B6,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-108183,3,Pending/Possible Leads,35.016659,Missionary Rdge,-85.264369,POINT (-85.264369 35.016659),9
7300 Midfield Dr,Chattanooga,TN,37421,10/5/2022 20:00,TN0330100,C9,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-108885,3,Pending/Possible Leads,35.054917,,-85.15022,POINT (-85.15022 35.054917),6
3200 Cummings Hwy,Chattanooga,TN,37419,10/5/2022 20:00,TN0330100,A13,Adam S,23D,Theft From Buildings,Part 1 Crimes,22-108899,3,Pending/Possible Leads,35.018789,,-85.370725,POINT (-85.370725 35.018789),1
6200 Shallowford Rd,Chattanooga,TN,37421,10/5/2022 20:18,TN0330100,C6,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-108882,3,Pending/Possible Leads,35.04815,Shepherd,-85.180809,POINT (-85.180809 35.04815),6
6200 Shallowford Rd,Chattanooga,TN,37421,10/5/2022 20:18,TN0330100,C6,Charlie N,13C,Intimidation,Part 1 Crimes,22-108882,3,Pending/Possible Leads,35.0487,Shepherd,-85.179167,POINT (-85.179167 35.0487),6
6200 Shallowford Rd,Chattanooga,TN,37421,10/5/2022 20:18,TN0330100,C6,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-108882,3,Pending/Possible Leads,35.048067,Shepherd,-85.179114,POINT (-85.179114 35.048067),6
5900 Brainerd Rd,Chattanooga,TN,37411,10/5/2022 20:23,TN0330100,C3,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-108889,3,Pending/Possible Leads,35.01384,,-85.211321,POINT (-85.211321 35.01384),5
2300 4th Ave,Chattanooga,TN,37407,10/5/2022 21:30,TN0330100,B8,Baker S,120,Robbery,Part 1 Crimes,22-109283,3,Pending/Possible Leads,35.014005,,-85.281967,POINT (-85.281967 35.014005),8
800 Sylvan Dr,Chattanooga,TN,37411,10/5/2022 21:55,TN0330100,C2,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-108917,3,Pending/Possible Leads,35.03601,,-85.233306,POINT (-85.233306 35.03601),9
900 Douglas St,Chattanooga,TN,37403,10/6/2022 0:30,TN0330100,A9,Adam S,23D,Theft From Buildings,Part 1 Crimes,22-109488,3,Pending/Possible Leads,35.043036,Martin Luther King,-85.303763,POINT (-85.303763 35.043036),8
3900 Brainerd Rd,Chattanooga,TN,37411,10/6/2022 4:20,TN0330100,C2,Charlie S,90J,Trespass Of Real Property,Part 2 Crimes,22-108967,3,Pending/Possible Leads,35.018145,Belvoir,-85.240275,POINT (-85.240275 35.018145),6
900 Clifton Pl,Chattanooga,TN,37404,10/6/2022 6:00,TN0330100,B5,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-108977,3,Pending/Possible Leads,35.029066,Ridgedale,-85.273068,POINT (-85.273068 35.029066),9
100 E Manning St,Chattanooga,TN,37405,10/6/2022 8:00,TN0330100,A4,Adam N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,22-114758,3,Pending/Possible Leads,35.065648,Northside/Cherokee,-85.308086,POINT (-85.308086 35.065648),2
2300 Center St,Chattanooga,TN,37421,10/6/2022 10:47,TN0330100,C9,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109058,3,Pending/Possible Leads,35.045297,,-85.159141,POINT (-85.159141 35.045297),6
5500 Brainerd Rd,Chattanooga,TN,37411,10/6/2022 10:54,TN0330100,C3,Charlie S,23D,Theft From Buildings,Part 1 Crimes,22-109060,3,Pending/Possible Leads,35.010109,,-85.221353,POINT (-85.221353 35.010109),6
2100 W Shepherd Rd,Chattanooga,TN,37421,10/6/2022 11:16,TN0330100,C6,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109073,3,Pending/Possible Leads,35.048765,Shepherd,-85.183504,POINT (-85.183504 35.048765),6
600 Pembrook Ln,Chattanooga,TN,37421,10/6/2022 11:35,TN0330100,C7,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109079,3,Pending/Possible Leads,35.033713,,-85.144727,POINT (-85.144727 35.033713),4
7400 Commons Blvd,Chattanooga,TN,37421,10/6/2022 11:50,TN0330100,C7,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109087,3,Pending/Possible Leads,35.033775,,-85.148379,POINT (-85.148379 35.033775),4
200 Northgate Mall Dr,Chattanooga,TN,37415,10/6/2022 12:00,TN0330100,A2,Adam N,90J,Trespass Of Real Property,Part 2 Crimes,22-109090,2,Cleared by Arrest,35.13275,,-85.23885,POINT (-85.23885 35.13275),3
2300 Cushman St,Chattanooga,TN,37406,10/6/2022 12:03,TN0330100,B2,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-109071,3,Pending/Possible Leads,35.070195,Glass Farms,-85.248212,POINT (-85.248212 35.070195),9
1600 Anderson Ave,Chattanooga,TN,37404,10/6/2022 12:10,TN0330100,B5,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-109093,3,Pending/Possible Leads,35.032145,Highland Park,-85.28155,POINT (-85.28155 35.032145),9
2100 Hamilton Place Blvd,Chattanooga,TN,37421,10/6/2022 14:34,TN0330100,C7,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109152,2,Cleared by Arrest,35.035483,,-85.158023,POINT (-85.158023 35.035483),4
900 Douglas St,Chattanooga,TN,37403,10/6/2022 15:00,TN0330100,A9,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-109401,3,Pending/Possible Leads,35.04317,Martin Luther King,-85.302876,POINT (-85.302876 35.04317),8
7300 Shallowford Rd,Chattanooga,TN,37421,10/6/2022 15:30,TN0330100,C7,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-109378,3,Pending/Possible Leads,35.039451,,-85.152886,POINT (-85.152886 35.039451),4
1900 Gunbarrel Rd,Chattanooga,TN,37421,10/6/2022 16:00,TN0330100,C7,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109187,3,Pending/Possible Leads,35.027758,,-85.156972,POINT (-85.156972 35.027758),4
3500 Cummings Hwy,Chattanooga,TN,37419,10/6/2022 16:11,TN0330100,A13,Adam S,90J,Trespass Of Real Property,Part 2 Crimes,22-109191,2,Cleared by Arrest,35.016128,,-85.377323,POINT (-85.377323 35.016128),1
6200 Perimeter Dr,Chattanooga,TN,37421,10/6/2022 16:30,TN0330100,C4,Charlie S,23C,Shoplifting,Part 1 Crimes,22-109215,2,Cleared by Arrest,35.030494,,-85.182023,POINT (-85.182023 35.030494),6
7700 E Brainerd Rd,Chattanooga,TN,37421,10/6/2022 16:30,TN0330100,C8,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,22-109498,3,Pending/Possible Leads,35.00868,,-85.158153,POINT (-85.158153 35.00868),4
7700 E Brainerd Rd,Chattanooga,TN,37421,10/6/2022 16:30,TN0330100,C8,Charlie N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,22-109498,3,Pending/Possible Leads,35.007959,,-85.156905,POINT (-85.156905 35.007959),4
5700 Lee Hwy,Chattanooga,TN,37421,10/6/2022 16:35,TN0330100,C4,Charlie S,23C,Shoplifting,Part 1 Crimes,22-109199,3,Pending/Possible Leads,35.017968,,-85.203881,POINT (-85.203881 35.017968),6
1000 N Moore Rd,Chattanooga,TN,37411,10/6/2022 18:00,TN0330100,C3,Charlie S,23D,Theft From Buildings,Part 1 Crimes,22-109235,3,Pending/Possible Leads,35.027989,,-85.218988,POINT (-85.218988 35.027989),5
1100 E 33rd St,Chattanooga,TN,37407,10/6/2022 18:17,TN0330100,B7,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-109243,3,Pending/Possible Leads,35.007576,Clifton Hills,-85.298962,POINT (-85.298962 35.007576),8
5500 Brainerd Rd,Chattanooga,TN,37411,10/6/2022 18:30,TN0330100,C3,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,22-109324,3,Pending/Possible Leads,35.009628,,-85.217866,POINT (-85.217866 35.009628),6
5500 Brainerd Rd,Chattanooga,TN,37411,10/6/2022 18:30,TN0330100,C3,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109324,3,Pending/Possible Leads,35.009488,,-85.219224,POINT (-85.219224 35.009488),6
2100 Mccallie Ave,Chattanooga,TN,37404,10/6/2022 18:32,TN0330100,B5,Baker S,23C,Shoplifting,Part 1 Crimes,22-110432,3,Pending/Possible Leads,35.033537,Ridgedale,-85.270743,POINT (-85.270743 35.033537),9
1100 E 3rd St,Chattanooga,TN,37403,10/6/2022 19:00,TN0330100,A8,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-108861,3,Pending/Possible Leads,35.046391,Lincoln Park,-85.286637,POINT (-85.286637 35.046391),8
200 Northgate Mall Dr,Chattanooga,TN,37415,10/6/2022 19:28,TN0330100,A2,Adam N,90J,Trespass Of Real Property,Part 2 Crimes,22-109263,3,Pending/Possible Leads,35.131641,,-85.23779,POINT (-85.23779 35.131641),3
4200 Rossville Blvd,Chattanooga,TN,37407,10/6/2022 20:32,TN0330100,B9,Baker S,120,Robbery,Part 1 Crimes,22-109292,3,Pending/Possible Leads,34.994632,,-85.291027,POINT (-85.291027 34.994632),7
3900 Brainerd Rd,Chattanooga,TN,37411,10/6/2022 22:15,TN0330100,C2,Charlie S,23C,Shoplifting,Part 1 Crimes,22-109319,2,Cleared by Arrest,35.018508,,-85.240078,POINT (-85.240078 35.018508),6
1500 Morris Hill Rd,Chattanooga,TN,37421,10/7/2022 4:15,TN0330100,C8,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-111340,3,Pending/Possible Leads,35.005199,,-85.127406,POINT (-85.127406 35.005199),4
1700 Market St,Chattanooga,TN,37408,10/7/2022 4:20,TN0330100,A10,Adam S,90J,Trespass Of Real Property,Part 2 Crimes,22-109391,2,Cleared by Arrest,35.03356,Fort Negley,-85.307818,POINT (-85.307818 35.03356),7
2200 E 12th St,Chattanooga,TN,37404,10/7/2022 5:22,TN0330100,B5,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109394,3,Pending/Possible Leads,35.02615,Ridgedale,-85.272414,POINT (-85.272414 35.02615),8
100 W 45th St,Chattanooga,TN,37410,10/7/2022 6:30,TN0330100,A12,Adam S,90J,Trespass Of Real Property,Part 2 Crimes,22-109404,3,Pending/Possible Leads,35.001818,Southside Chatt,-85.314175,POINT (-85.314175 35.001818),7
7000 Shallowford Rd,Chattanooga,TN,37421,10/7/2022 7:45,TN0330100,C9,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109425,3,Pending/Possible Leads,35.044401,,-85.158471,POINT (-85.158471 35.044401),6
2200 Hamilton Place Blvd,Chattanooga,TN,37421,10/7/2022 11:32,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,22-109497,3,Pending/Possible Leads,35.040678,,-85.154468,POINT (-85.154468 35.040678),4
2200 Hamilton Place Blvd,Chattanooga,TN,37421,10/7/2022 13:13,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,22-110289,3,Pending/Possible Leads,35.036726,,-85.15652,POINT (-85.15652 35.036726),4
2000 Gunbarrel Rd,Chattanooga,TN,37421,10/7/2022 13:30,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,22-109537,3,Pending/Possible Leads,35.033528,,-85.151827,POINT (-85.151827 35.033528),4
1300 E Main St,Chattanooga,TN,37404,10/7/2022 14:00,TN0330100,B5,Baker S,90J,Trespass Of Real Property,Part 2 Crimes,22-109557,3,Pending/Possible Leads,35.0298,Highland Park,-85.28762,POINT (-85.28762 35.0298),8
2600 E 44th St,Chattanooga,TN,37407,10/7/2022 14:00,TN0330100,B9,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109888,3,Pending/Possible Leads,34.991574,Cedar Hill,-85.287324,POINT (-85.287324 34.991574),7
2200 Hamilton Place Blvd,Chattanooga,TN,37421,10/7/2022 14:14,TN0330100,C7,Charlie N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,22-109546,3,Pending/Possible Leads,35.038364,,-85.156805,POINT (-85.156805 35.038364),4
3500 4th Ave,Chattanooga,TN,37407,10/7/2022 15:00,TN0330100,B7,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110005,3,Pending/Possible Leads,35.003095,East Lake,-85.287163,POINT (-85.287163 35.003095),7
3500 4th Ave,Chattanooga,TN,37407,10/7/2022 15:00,TN0330100,B7,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-110005,3,Pending/Possible Leads,35.001905,East Lake,-85.287492,POINT (-85.287492 35.001905),7
1800 Gunbarrel Rd,Chattanooga,TN,37421,10/7/2022 15:40,TN0330100,C8,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109718,3,Pending/Possible Leads,35.025344,,-85.155488,POINT (-85.155488 35.025344),4
N Willow St,Chattanooga,TN,37404,10/7/2022 15:50,TN0330100,B4,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-109594,3,Pending/Possible Leads,35.034674,Orchard Knob,-85.271302,POINT (-85.271302 35.034674),8
4900 Lavender Trl,Chattanooga,TN,37343,10/7/2022 16:15,TN0330100,A3,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109734,3,Pending/Possible Leads,35.133581,,-85.265719,POINT (-85.265719 35.133581),2
4900 Lavender Trl,Chattanooga,TN,37343,10/7/2022 17:00,TN0330100,A3,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-111779,3,Pending/Possible Leads,35.133652,,-85.264747,POINT (-85.264747 35.133652),2
5200 Hwy 153,Chattanooga,TN,37343,10/7/2022 18:50,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,22-109676,3,Pending/Possible Leads,35.123365,,-85.238462,POINT (-85.238462 35.123365),3
6100 Lee Hwy,Chattanooga,TN,37421,10/7/2022 19:30,TN0330100,C4,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109744,3,Pending/Possible Leads,35.028909,,-85.18853,POINT (-85.18853 35.028909),6
6100 Lee Hwy,Chattanooga,TN,37421,10/7/2022 19:30,TN0330100,C4,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,22-109744,3,Pending/Possible Leads,35.027227,,-85.18732,POINT (-85.18732 35.027227),6
2000 Gunbarrel Rd,Chattanooga,TN,37421,10/7/2022 19:30,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,22-109700,2,Cleared by Arrest,35.029413,,-85.152511,POINT (-85.152511 35.029413),4
4900 Club Dr,Chattanooga,TN,37411,10/7/2022 20:00,TN0330100,C3,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109907,3,Pending/Possible Leads,35.012691,Brainerd Park,-85.226272,POINT (-85.226272 35.012691),5
E 11th St,Chattanooga,TN,37402,10/7/2022 20:26,TN0330100,A9,Adam S,23D,Theft From Buildings,Part 1 Crimes,22-109618,3,Pending/Possible Leads,35.043169,,-85.308851,POINT (-85.308851 35.043169),8
1600 Central Ave,Chattanooga,TN,37408,10/7/2022 20:35,TN0330100,B6,Baker S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,22-109717,3,Pending/Possible Leads,35.030367,Park Central,-85.296315,POINT (-85.296315 35.030367),8
2100 Chestnut St,Chattanooga,TN,37408,10/7/2022 22:00,TN0330100,A10,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-112159,3,Pending/Possible Leads,35.033889,,-85.315392,POINT (-85.315392 35.033889),7
4900 Lavender Trl,Chattanooga,TN,37343,10/7/2022 22:41,TN0330100,A3,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109886,3,Pending/Possible Leads,35.134271,,-85.264959,POINT (-85.264959 35.134271),2
7000 Shallowford Rd,Chattanooga,TN,37421,10/7/2022 23:10,TN0330100,C9,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-109772,3,Pending/Possible Leads,35.061744,,-85.131047,POINT (-85.131047 35.061744),6
7100 Lea Rd,Chattanooga,TN,37421,10/7/2022 23:56,TN0330100,C8,Charlie N,26C,Impersonation,Part 1 Crimes,22-109789,2,Cleared by Arrest,35.008783,Audubon,-85.174595,POINT (-85.174595 35.008783),6
7600 Standifer Gap Rd,Chattanooga,TN,37421,10/8/2022 0:00,TN0330100,C9,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-110428,3,Pending/Possible Leads,35.049183,,-85.13367,POINT (-85.13367 35.049183),4
7600 Standifer Gap Rd,Chattanooga,TN,37421,10/8/2022 0:00,TN0330100,C9,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110428,3,Pending/Possible Leads,35.050473,,-85.134249,POINT (-85.134249 35.050473),4
1100 Mccallie Ave,Chattanooga,TN,37404,10/8/2022 1:05,TN0330100,B5,Baker S,250,Forgery/Counterfeiting,Part 1 Crimes,22-109815,3,Pending/Possible Leads,35.039781,,-85.285735,POINT (-85.285735 35.039781),8
900 Carter St,Chattanooga,TN,37402,10/8/2022 5:30,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,22-109877,3,Pending/Possible Leads,35.044443,,-85.313174,POINT (-85.313174 35.044443),7
900 Carter St,Chattanooga,TN,37402,10/8/2022 5:30,TN0330100,A9,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109877,3,Pending/Possible Leads,35.044761,,-85.313121,POINT (-85.313121 35.044761),7
700 Signal Mountain Rd,Chattanooga,TN,37405,10/8/2022 6:50,TN0330100,A5,Adam N,23D,Theft From Buildings,Part 1 Crimes,22-109883,2,Cleared by Arrest,35.09919,,-85.328484,POINT (-85.328484 35.09919),1
1700 Dodson Ave,Chattanooga,TN,37406,10/8/2022 8:26,TN0330100,B2,Baker N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109884,3,Pending/Possible Leads,35.056622,Avondale,-85.260289,POINT (-85.260289 35.056622),8
700 W 46th St,Chattanooga,TN,37410,10/8/2022 11:00,TN0330100,A12,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-109942,3,Pending/Possible Leads,35.0023,Southside Chatt,-85.321197,POINT (-85.321197 35.0023),7
2800 E 48th St,Chattanooga,TN,37407,10/8/2022 11:07,TN0330100,B9,Baker S,26C,Impersonation,Part 1 Crimes,22-109929,3,Pending/Possible Leads,34.988175,Cedar Hill,-85.287144,POINT (-85.287144 34.988175),7
500 E 10th St,Chattanooga,TN,37402,10/8/2022 11:30,TN0330100,A9,Adam S,90J,Trespass Of Real Property,Part 2 Crimes,22-109932,2,Cleared by Arrest,35.042539,Martin Luther King,-85.301568,POINT (-85.301568 35.042539),8
6000 Relocation Way,Chattanooga,TN,37363,10/8/2022 11:53,TN0330100,C9,Charlie N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,22-109945,3,Pending/Possible Leads,35.086052,,-85.061609,POINT (-85.061609 35.086052),6
7300 Shallowford Rd,Chattanooga,TN,37421,10/8/2022 13:30,TN0330100,C9,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,22-110637,3,Pending/Possible Leads,35.041092,Ashwood,-85.149198,POINT (-85.149198 35.041092),4
7300 Shallowford Rd,Chattanooga,TN,37421,10/8/2022 13:30,TN0330100,C9,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110637,3,Pending/Possible Leads,35.041536,,-85.151053,POINT (-85.151053 35.041536),4
2200 Hamilton Place Blvd,Chattanooga,TN,37421,10/8/2022 14:08,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,22-111360,3,Pending/Possible Leads,35.039896,,-85.154069,POINT (-85.154069 35.039896),4
5000 Brainerd Rd,Chattanooga,TN,37411,10/8/2022 15:00,TN0330100,C3,Charlie S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,22-121508,3,Pending/Possible Leads,35.012427,South Brainerd,-85.227398,POINT (-85.227398 35.012427),6
7300 Lee Hwy,Chattanooga,TN,37421,10/8/2022 15:30,TN0330100,C9,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,22-110007,3,Pending/Possible Leads,35.052131,,-85.149195,POINT (-85.149195 35.052131),6
1000 Gadd Rd,Chattanooga,TN,37343,10/8/2022 16:21,TN0330100,A1,Adam N,90J,Trespass Of Real Property,Part 2 Crimes,22-110029,3,Pending/Possible Leads,35.14226,,-85.250878,POINT (-85.250878 35.14226),3
00 Frazier Ave,Chattanooga,TN,37405,10/8/2022 17:02,TN0330100,A7,Adam S,23C,Shoplifting,Part 1 Crimes,22-110058,3,Pending/Possible Leads,35.06327,Northside/Cherokee,-85.308649,POINT (-85.308649 35.06327),1
3100 5th Ave,Chattanooga,TN,37407,10/8/2022 17:28,TN0330100,B8,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110077,3,Pending/Possible Leads,35.007215,East Lake,-85.284151,POINT (-85.284151 35.007215),7
2200 Gunbarrel Rd,Chattanooga,TN,37421,10/8/2022 19:44,TN0330100,C7,Charlie N,270,Embezzlement,Part 1 Crimes,22-110645,3,Pending/Possible Leads,35.037858,,-85.149769,POINT (-85.149769 35.037858),4
7400 Goodwin Rd,Chattanooga,TN,37421,10/8/2022 20:30,TN0330100,C7,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110116,3,Pending/Possible Leads,35.029544,,-85.153856,POINT (-85.153856 35.029544),4
5500 Honeysuckle Dr,Chattanooga,TN,37411,10/8/2022 21:00,TN0330100,C3,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-110248,3,Pending/Possible Leads,35.007052,,-85.217147,POINT (-85.217147 35.007052),6
5300 Highway 153,Chattanooga,TN,37343,10/8/2022 21:26,TN0330100,A1,Adam N,90J,Trespass Of Real Property,Part 2 Crimes,22-110132,3,Pending/Possible Leads,35.125592,,-85.242542,POINT (-85.242542 35.125592),3
2500 De Sales Ave,Chattanooga,TN,37404,10/8/2022 22:00,TN0330100,B4,Baker N,90J,Trespass Of Real Property,Part 2 Crimes,22-110152,3,Pending/Possible Leads,35.042455,Glenwood,-85.260268,POINT (-85.260268 35.042455),9
1000 Lupton Dr,Chattanooga,TN,37415,10/8/2022 22:00,TN0330100,A3,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110249,3,Pending/Possible Leads,35.097325,,-85.265069,POINT (-85.265069 35.097325),2
5300 Brainerd Rd,Chattanooga,TN,37411,10/8/2022 22:00,TN0330100,C3,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,22-110982,3,Pending/Possible Leads,35.010436,Brainerd Park,-85.221418,POINT (-85.221418 35.010436),5
4000 Tennessee Ave,Chattanooga,TN,37409,10/9/2022 0:00,TN0330100,A12,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,22-110277,3,Pending/Possible Leads,35.005999,St. Elmo,-85.327492,POINT (-85.327492 35.005999),7
400 Greenway View Dr,Chattanooga,TN,37411,10/9/2022 11:16,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,22-110291,3,Pending/Possible Leads,35.009143,,-85.204499,POINT (-85.204499 35.009143),6
1800 E Main St,Chattanooga,TN,37404,10/9/2022 11:30,TN0330100,B6,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,22-110299,3,Pending/Possible Leads,35.025371,Oak Grove,-85.280381,POINT (-85.280381 35.025371),8
00 Scruggs St,Chattanooga,TN,37403,10/9/2022 12:30,TN0330100,A8,Adam S,13C,Intimidation,Part 1 Crimes,22-110328,3,Pending/Possible Leads,35.050317,Lincoln Park,-85.284033,POINT (-85.284033 35.050317),8
